patient_id,full_name,ssn,department,diagnosis,treatment_cost,admitted_date
PT-1918,Alexander Moreno,605-13-1457,Cardiology,Hypertension,1163.13,2026-07-07
PT-1919,Dale Walsh,071-84-0241,Cardiology,Fracture,12163.25,2026-04-28
PT-1920,Tina King,772-65-7555,Radiology,Asthma,13089.43,2026-08-16
PT-1921,James Walker,172-21-2938,Cardiology,Asthma,7549.18,2026-05-29
PT-1922,Scott Conner,784-56-3423,Radiology,Asthma,11846.99,2026-01-04
PT-1923,Catherine Arias,659-60-6477,Radiology,Migraine,4339.48,2026-03-09
PT-1924,Joseph Chen,162-31-0030,Radiology,Hypertension,11532.02,2026-04-06
PT-1925,Kathryn Peterson,854-79-6332,Radiology,Hypertension,3685.35,2026-06-22
PT-1926,Jamie Berry,572-30-9246,Radiology,Hypertension,5030.47,2026-02-08
PT-1927,Melissa Love,749-36-1127,Cardiology,Type 2 Diabetes,8028.6,2026-07-27
PT-1928,Gregory Lopez,614-35-3573,Oncology,Migraine,14641.96,2026-01-07
PT-1929,Jasmine Erickson,733-31-5206,Oncology,Asthma,7107.31,2026-04-05
PT-1930,Gloria Reynolds MD,679-43-1118,Oncology,Hypertension,1530.71,2026-04-27
PT-1931,David Lee,751-33-5904,Pediatrics,Hypertension,10549.26,2026-07-26
PT-1932,Steven Jimenez,715-41-0526,Pediatrics,Migraine,3380.69,2026-02-24
PT-1933,Chase Short,091-44-7176,Oncology,Asthma,6981.15,2026-05-04
PT-1934,John Jones,436-54-4015,Radiology,Migraine,4198.75,2026-08-19
PT-1935,George Sullivan,689-19-1464,Radiology,Hypertension,9045.08,2026-01-22
PT-1936,Sean Bailey,847-41-7320,Oncology,Fracture,7248.24,2026-03-16
PT-1937,Matthew Mccoy,595-99-5206,Oncology,Fracture,3645.24,2026-07-14
PT-1938,David Beck,282-52-0301,Radiology,Asthma,4699.38,2026-08-04
PT-1939,George Campbell,882-21-4122,Cardiology,Type 2 Diabetes,4058.59,2026-02-23
PT-1940,Sydney Pearson,374-23-1727,Cardiology,Type 2 Diabetes,14276.48,2026-07-15
PT-1941,Robert Leach,738-20-3524,Cardiology,Hypertension,6693.18,2026-05-20
PT-1942,Kelsey Guerrero,607-17-1206,Oncology,Type 2 Diabetes,9646.38,2026-08-20
PT-1943,Michelle Sims,178-93-1997,Cardiology,Type 2 Diabetes,5318.64,2026-08-12
PT-1944,Alexis Barton,276-51-9469,Oncology,Fracture,10764.6,2026-06-28
PT-1945,Taylor Hanson,078-92-4091,Pediatrics,Fracture,5847.34,2026-03-23
PT-1946,Sherri Duffy,622-48-3839,Radiology,Hypertension,10641.07,2026-04-01
PT-1947,Colleen Underwood,897-70-1658,Radiology,Fracture,3678.46,2026-05-26
PT-1948,Cassandra Floyd,496-88-0080,Cardiology,Hypertension,10607.92,2026-01-03
PT-1949,Eric Flores,049-85-9467,Cardiology,Type 2 Diabetes,4568.24,2026-05-13
PT-1950,Allison Holland,428-81-0243,Radiology,Type 2 Diabetes,9421.23,2026-07-25
PT-1951,Carlos Clark,322-82-0997,Pediatrics,Fracture,11930.33,2026-05-16
PT-1952,Austin Jones,710-02-3850,Radiology,Hypertension,12193.48,2026-02-12
PT-1953,Jonathan Cline,185-78-0618,Radiology,Migraine,8621.43,2026-08-12
PT-1954,Tracy Sanchez,236-65-0826,Pediatrics,Asthma,10789.37,2026-06-04
PT-1955,Melanie Stokes,894-24-8698,Cardiology,Fracture,7765.68,2026-01-18
PT-1956,Sarah Brown,451-44-0950,Oncology,Hypertension,3470.53,2026-02-03
PT-1957,Joshua Shepard,213-34-4836,Pediatrics,Fracture,7674.95,2026-03-10
PT-1958,Jared Mccoy,388-17-9591,Oncology,Migraine,3721.69,2026-03-05
PT-1959,Robert Nelson,820-56-9700,Cardiology,Fracture,7562.88,2026-02-03
PT-1960,Suzanne Sandoval,235-31-4305,Cardiology,Migraine,13033.92,2026-08-03
PT-1961,Carl Morgan,420-90-5122,Cardiology,Type 2 Diabetes,3806.06,2026-06-20
PT-1962,Kelly Young,500-60-7148,Oncology,Asthma,6484.96,2026-08-10
PT-1963,Patricia Mora,484-30-1017,Cardiology,Asthma,3578.2,2026-04-02
PT-1964,Sherri Garcia,798-37-1159,Oncology,Fracture,1149.71,2026-04-19
PT-1965,Kelly Allen,025-72-2302,Cardiology,Fracture,9100.92,2026-06-10
PT-1966,Rachel Blackburn,796-88-3670,Cardiology,Migraine,5688.72,2026-03-07
PT-1967,Lisa Vasquez,672-24-2262,Radiology,Type 2 Diabetes,11940.35,2026-08-26
PT-1968,David Kelley,047-38-7640,Pediatrics,Hypertension,5766.18,2026-01-21
PT-1969,William Davis,657-14-3263,Oncology,Type 2 Diabetes,13959.16,2026-04-29
PT-1970,Susan Baxter,396-62-0553,Pediatrics,Type 2 Diabetes,271.97,2026-09-09
PT-1971,Carol Bryant,179-62-0291,Cardiology,Asthma,5269.78,2026-09-01
PT-1972,Isaac Harris,718-71-3156,Pediatrics,Type 2 Diabetes,2460.89,2026-05-28
PT-1973,Christina Rogers,747-64-5131,Pediatrics,Hypertension,8553.46,2026-01-27
PT-1974,Alicia Harper,579-53-5223,Oncology,Hypertension,5561.84,2026-03-23
PT-1975,Michael Powell,221-54-5061,Oncology,Type 2 Diabetes,9369.09,2026-01-29
PT-1976,Nathan Cook,197-48-0695,Oncology,Migraine,6826.57,2026-06-08
PT-1977,Nicholas Hill,281-19-1657,Pediatrics,Asthma,3864.01,2026-07-10
PT-1978,Terry Morrow,163-22-4731,Cardiology,Type 2 Diabetes,7918.98,2026-01-01
PT-1979,David Reynolds,887-45-2082,Cardiology,Fracture,6371.23,2026-04-06
PT-1980,Kevin Harris,868-44-6637,Pediatrics,Hypertension,355.9,2026-01-13
PT-1981,Mitchell White,757-97-0448,Oncology,Fracture,3548.66,2026-04-30
PT-1982,Cheryl Reyes,291-78-3685,Pediatrics,Asthma,10994.84,2026-03-13
PT-1983,Donna Peterson,046-65-8378,Pediatrics,Asthma,10943.14,2026-02-19
PT-1984,Shannon Rodriguez,681-75-0811,Cardiology,Asthma,4674.34,2026-01-22
PT-1985,Tyler Wolf,872-31-9181,Pediatrics,Fracture,14003.1,2026-03-28
PT-1986,Aaron Farrell,655-54-2642,Pediatrics,Migraine,7511.05,2026-05-28
PT-1987,Kathryn Carson,330-82-5147,Cardiology,Fracture,1712.43,2026-07-02
PT-1988,Michael Camacho,455-04-9640,Cardiology,Type 2 Diabetes,13458.67,2026-01-11
PT-1989,Steven Robertson,118-20-9369,Pediatrics,Fracture,4566.49,2026-05-08
PT-1990,David Howard,736-54-3584,Oncology,Migraine,3816.61,2026-05-30
PT-1991,Colleen Delacruz,743-24-0348,Oncology,Hypertension,9728.76,2026-03-28
PT-1992,Matthew Bowman,260-69-9409,Oncology,Type 2 Diabetes,14921.69,2026-05-02
PT-1993,Collin Foster,432-99-7125,Cardiology,Migraine,781.56,2026-01-19
PT-1994,Allen Levine,443-80-8759,Pediatrics,Migraine,10700.25,2026-08-08
PT-1995,Nancy Lewis,787-38-4048,Cardiology,Fracture,1081.0,2026-04-11
PT-1996,Erin Butler,222-87-7784,Oncology,Asthma,8628.93,2026-06-30
PT-1997,Sandra Miller,629-42-6619,Cardiology,Type 2 Diabetes,11197.53,2026-08-14
PT-1998,Mrs. Susan Griffin DVM,192-43-3805,Radiology,Migraine,10819.42,2026-06-22
PT-1999,Robert Lawson,364-42-3772,Cardiology,Type 2 Diabetes,11729.48,2026-08-15
PT-2000,Jacob Coleman,402-05-3685,Pediatrics,Asthma,13994.77,2026-02-04
PT-2001,Margaret Hall,012-66-9453,Oncology,Asthma,12466.54,2026-05-15
PT-2002,Kristin Sharp,408-77-4030,Oncology,Type 2 Diabetes,14199.58,2026-01-07
PT-2003,Laurie Harris,802-59-6447,Oncology,Type 2 Diabetes,4768.72,2026-05-13
PT-2004,Paul Mccormick,199-65-1379,Cardiology,Hypertension,9079.98,2026-06-22
PT-2005,Debra Gibson MD,613-57-0260,Radiology,Fracture,2067.45,2026-05-28
PT-2006,Randy Ward,434-65-3752,Oncology,Type 2 Diabetes,4140.11,2026-08-04
PT-2007,Jason Haynes,509-37-6569,Oncology,Hypertension,6898.73,2026-01-15
PT-2008,Matthew Thomas,897-31-2714,Radiology,Fracture,955.56,2026-02-09
PT-2009,Ashley Williams,017-18-1077,Cardiology,Migraine,9814.93,2026-06-12
PT-2010,Gabriel Chase,039-40-8691,Oncology,Hypertension,12381.03,2026-08-13
PT-2011,William Walker,504-24-5583,Oncology,Fracture,13352.68,2026-07-21
PT-2012,Lucas Lopez,392-77-6999,Cardiology,Migraine,7820.12,2026-05-18
PT-2013,Sarah Vasquez,807-31-4636,Radiology,Fracture,9463.45,2026-02-11
PT-2014,Veronica Murray,347-37-4248,Pediatrics,Migraine,987.96,2026-06-21
PT-2015,Lauren Fuller,593-24-6329,Pediatrics,Type 2 Diabetes,14930.18,2026-05-09
PT-2016,Evan Walsh,150-24-7124,Pediatrics,Fracture,14851.0,2026-02-23
PT-2017,Crystal Miller,426-12-3085,Pediatrics,Hypertension,13530.47,2026-03-11
PT-2018,Renee Wells,641-54-8435,Radiology,Asthma,14416.85,2026-03-11
PT-2019,Chad Ward,252-59-3839,Cardiology,Migraine,5243.88,2026-04-07
PT-2020,Mackenzie Cordova,309-64-4257,Radiology,Asthma,5097.48,2026-01-25
PT-2021,Tim Mcpherson,282-83-5402,Pediatrics,Fracture,13772.56,2026-05-29
PT-2022,Nicholas Evans,473-59-9218,Oncology,Type 2 Diabetes,533.01,2026-04-03
PT-2023,Collin Collins,215-52-5373,Pediatrics,Hypertension,3975.0,2026-07-15
PT-2024,Kelli Duncan,273-55-3175,Pediatrics,Migraine,14222.2,2026-06-28
PT-2025,Benjamin Johnson,358-10-3686,Pediatrics,Type 2 Diabetes,14333.35,2026-03-02
PT-2026,Amanda Griffith,235-30-9926,Radiology,Fracture,8824.66,2026-07-18
PT-2027,Carla Rice,258-21-8011,Pediatrics,Fracture,743.09,2026-09-14
PT-2028,Roberta Murphy,747-41-2555,Cardiology,Hypertension,5134.96,2026-02-25
PT-2029,Cindy Armstrong,732-70-3484,Cardiology,Type 2 Diabetes,5372.46,2026-03-01
PT-2030,Daniel Garrison,276-40-9250,Oncology,Asthma,14435.78,2026-04-26
PT-2031,John Graham,877-33-2785,Cardiology,Fracture,1543.3,2026-05-16
PT-2032,Donna Brown,588-73-6720,Radiology,Hypertension,2145.0,2026-09-14
PT-2033,Paul Bernard,028-88-9591,Oncology,Migraine,9443.63,2026-03-11
PT-2034,Jonathan Hunter,800-25-1208,Radiology,Asthma,1992.26,2026-09-11
PT-2035,Ian Miller,154-12-3479,Cardiology,Fracture,10812.22,2026-04-24
PT-2036,Jackie Stewart,478-77-7636,Radiology,Fracture,735.28,2026-01-08
PT-2037,Jason Gonzalez,148-62-0200,Oncology,Migraine,13158.98,2026-09-15
PT-2038,Christopher Ray,433-27-5099,Radiology,Asthma,6075.72,2026-05-25
PT-2039,April Phillips,237-03-2423,Pediatrics,Hypertension,7533.22,2026-04-26
PT-2040,Robert Burton,473-05-3015,Pediatrics,Hypertension,5747.43,2026-07-20
PT-2041,James Phillips,076-18-0970,Cardiology,Type 2 Diabetes,14072.37,2026-09-14
PT-2042,Tamara Berry,512-16-3415,Cardiology,Migraine,6441.2,2026-04-06
PT-2043,William Taylor DDS,763-50-6167,Oncology,Fracture,981.47,2026-08-03
PT-2044,Michelle Hopkins,850-73-9497,Radiology,Migraine,4827.0,2026-02-06
PT-2045,Christina Hill,290-66-8426,Oncology,Hypertension,8377.91,2026-08-08
PT-2046,Troy Duffy,256-71-6875,Cardiology,Hypertension,1759.77,2026-08-17
PT-2047,Zachary Ball,878-51-5020,Pediatrics,Asthma,9585.25,2026-07-19
PT-2048,Terry Reed,421-88-6830,Cardiology,Hypertension,10194.1,2026-05-03
PT-2049,Melissa Weiss,363-74-0961,Radiology,Fracture,2422.51,2026-02-04
PT-2050,Stacy Armstrong,338-80-7173,Oncology,Fracture,14380.45,2026-03-29
PT-2051,Jessica Hunter,168-37-9920,Radiology,Migraine,6516.19,2026-05-03
PT-2052,Shelby Williams,306-49-6509,Pediatrics,Migraine,11565.59,2026-01-04
PT-2053,Tammy Miller,051-71-3155,Pediatrics,Type 2 Diabetes,13416.59,2026-02-19
PT-2054,Raymond Caldwell,486-25-2573,Radiology,Migraine,12082.1,2026-04-01
PT-2055,Shelby Peterson,531-75-1494,Cardiology,Migraine,1933.83,2026-05-11
PT-2056,Benjamin Dillon,329-09-5293,Radiology,Type 2 Diabetes,6718.14,2026-01-08
PT-2057,James Miller,689-98-9922,Cardiology,Fracture,11489.24,2026-02-07
PT-2058,Denise Anderson,273-97-8971,Pediatrics,Hypertension,9525.49,2026-04-10
PT-2059,Steven Friedman,704-03-3021,Pediatrics,Asthma,8142.74,2026-06-24
PT-2060,Rhonda Boyd,044-14-4200,Radiology,Type 2 Diabetes,8915.39,2026-08-02
PT-2061,Desiree Brown,486-72-6093,Pediatrics,Hypertension,3837.72,2026-04-01
PT-2062,Renee Roth,173-21-4756,Cardiology,Migraine,8062.14,2026-07-03
PT-2063,Cynthia Carter,540-24-7273,Pediatrics,Migraine,13534.14,2026-04-24
PT-2064,Jason Hayes,236-99-1934,Cardiology,Type 2 Diabetes,8855.73,2026-07-06
PT-2065,Shannon Fisher,753-19-6381,Cardiology,Type 2 Diabetes,4059.57,2026-05-31
PT-2066,Brooke Best,191-03-2740,Oncology,Type 2 Diabetes,3272.51,2026-03-16
PT-2067,Amber Roach,857-35-9900,Radiology,Hypertension,6539.37,2026-09-07
PT-2068,Chelsea Davis,308-89-7443,Radiology,Migraine,8911.86,2026-05-10
PT-2069,Virginia Parker,110-72-5597,Pediatrics,Asthma,10777.62,2026-06-21
PT-2070,Kristine Marsh,708-74-0142,Pediatrics,Asthma,12312.05,2026-01-22
PT-2071,Harold Rose,158-48-4302,Radiology,Fracture,11388.03,2026-08-07
PT-2072,Melinda Gutierrez,333-91-8080,Cardiology,Migraine,7571.16,2026-08-21
PT-2073,David Robles,456-56-0265,Oncology,Fracture,4561.84,2026-02-12
PT-2074,Chad Crawford,564-06-0467,Pediatrics,Hypertension,5333.74,2026-06-02
PT-2075,Daniel Cisneros,748-63-8660,Oncology,Migraine,5977.96,2026-08-06
PT-2076,Kevin Phillips,062-43-1511,Radiology,Asthma,370.55,2026-03-04
PT-2077,Kayla Fox,563-25-2256,Pediatrics,Migraine,13775.11,2026-08-16
PT-2078,Timothy Phillips,119-08-9691,Pediatrics,Type 2 Diabetes,6228.3,2026-07-28
PT-2079,Lori Griffin,477-57-2690,Pediatrics,Type 2 Diabetes,14790.12,2026-03-23
PT-2080,Thomas Jones,008-85-5845,Radiology,Hypertension,7308.11,2026-06-17
PT-2081,Frank Combs,823-81-4310,Radiology,Fracture,9782.4,2026-01-07
PT-2082,Roger Thompson,344-05-5982,Oncology,Migraine,329.19,2026-06-10
PT-2083,Julia Foster,317-33-2203,Radiology,Fracture,12845.39,2026-02-14
PT-2084,Julie Salazar,721-67-1548,Oncology,Asthma,3540.98,2026-01-02
PT-2085,John Smith,026-34-1092,Pediatrics,Asthma,9586.03,2026-02-21
PT-2086,Angel Patterson,419-73-4676,Oncology,Migraine,989.08,2026-07-11
PT-2087,Jacqueline Hernandez,336-04-9891,Cardiology,Asthma,6722.81,2026-06-03
PT-2088,Michael Gomez,386-99-1230,Radiology,Type 2 Diabetes,1413.0,2026-04-07
PT-2089,Brittany Luna,222-28-6953,Radiology,Fracture,2845.01,2026-02-22
PT-2090,William Franco,526-91-0264,Oncology,Hypertension,10366.7,2026-04-22
PT-2091,Lisa Harrison,413-37-4760,Cardiology,Hypertension,8010.06,2026-04-07
PT-2092,Robert Clark,800-83-3451,Pediatrics,Hypertension,11708.04,2026-03-06
PT-2093,Hannah Ryan,720-59-1468,Oncology,Asthma,10514.94,2026-04-26
PT-2094,Jamie Sullivan,470-07-3358,Cardiology,Fracture,10253.28,2026-04-03
PT-2095,David Adams,093-09-6836,Radiology,Fracture,13198.6,2026-03-26
PT-2096,Dr. Wesley Mercado,874-15-9597,Oncology,Hypertension,5417.71,2026-08-19
PT-2097,Beth Lopez,002-16-9051,Pediatrics,Fracture,1463.95,2026-04-29
PT-2098,Mercedes Richards,556-31-4366,Oncology,Hypertension,3992.53,2026-06-12
PT-2099,Barbara Lamb,493-36-5719,Oncology,Hypertension,307.17,2026-07-18
PT-2100,Paul Williams,307-97-7514,Radiology,Asthma,607.85,2026-08-15
PT-2101,Albert Gregory,444-79-5162,Cardiology,Asthma,4199.12,2026-02-15
PT-2102,William Guerrero,874-56-5824,Oncology,Asthma,13873.7,2026-03-27
PT-2103,Christine Bennett,490-48-4509,Pediatrics,Hypertension,4530.78,2026-09-03
PT-2104,Richard Young,542-96-0374,Radiology,Fracture,4842.26,2026-03-06
PT-2105,Kendra Bennett,474-12-2554,Cardiology,Type 2 Diabetes,11976.6,2026-06-03
PT-2106,Tara Villa,054-27-4936,Pediatrics,Migraine,4498.28,2026-03-24
PT-2107,Brad Burns,615-62-9432,Pediatrics,Type 2 Diabetes,953.47,2026-02-24
PT-2108,Natasha Pearson,468-59-4386,Pediatrics,Fracture,6143.77,2026-04-06
PT-2109,Jordan Lopez,168-53-6153,Radiology,Asthma,5806.48,2026-04-01
PT-2110,Kara Newman,685-14-0791,Cardiology,Fracture,5413.74,2026-01-10
PT-2111,Jeanne Johnson,179-36-5734,Pediatrics,Fracture,1371.47,2026-04-16
PT-2112,Heather Hays,560-76-7089,Oncology,Asthma,10508.44,2026-01-27
PT-2113,Joseph Young,735-20-2438,Radiology,Fracture,2005.64,2026-09-01
PT-2114,Brandon Lucas,451-02-5471,Oncology,Hypertension,7924.72,2026-06-23
PT-2115,Brenda Hernandez,569-34-4094,Pediatrics,Hypertension,2045.72,2026-03-16
PT-2116,Jennifer Hill,751-36-4787,Pediatrics,Asthma,9574.15,2026-04-25
PT-2117,Vanessa Collins,670-44-3992,Oncology,Fracture,2578.04,2026-04-01
PT-2118,Matthew Reyes,513-27-5061,Cardiology,Type 2 Diabetes,4963.08,2026-01-06
PT-2119,Justin Douglas,820-85-6217,Pediatrics,Migraine,1177.13,2026-09-11
PT-2120,Dean Scott,702-53-6295,Oncology,Type 2 Diabetes,13611.62,2026-07-30
PT-2121,Timothy Kim,747-27-3891,Cardiology,Asthma,7868.97,2026-05-11
PT-2122,Kelsey Sims PhD,558-35-9799,Radiology,Asthma,7666.09,2026-01-25
PT-2123,Cassandra Buck,513-56-2400,Cardiology,Asthma,10161.76,2026-03-23
PT-2124,Stacy Harris,460-08-1689,Oncology,Hypertension,3780.93,2026-01-19
PT-2125,Cynthia Garcia,214-49-3278,Pediatrics,Asthma,3689.48,2026-06-07
PT-2126,Alicia Wheeler,697-51-1273,Cardiology,Migraine,8078.6,2026-03-22
PT-2127,Alicia Wilson,061-42-1165,Pediatrics,Hypertension,377.19,2026-02-20
PT-2128,Melissa Malone,211-70-2367,Radiology,Type 2 Diabetes,6138.61,2026-09-16
PT-2129,Sandra Hudson,215-80-2051,Cardiology,Asthma,10971.42,2026-07-05
PT-2130,Melanie Jones,325-15-5287,Radiology,Fracture,1670.22,2026-04-30
PT-2131,Cindy Baldwin,346-55-3540,Oncology,Type 2 Diabetes,14652.29,2026-01-01
PT-2132,Dr. Kirsten Wallace,071-44-7035,Pediatrics,Asthma,12365.73,2026-03-24
PT-2133,Tamara Mcmillan,664-25-7444,Pediatrics,Asthma,2775.49,2026-05-15
PT-2134,Paul Wallace,701-14-9491,Radiology,Hypertension,14564.23,2026-02-09
PT-2135,Louis Powell,688-85-8702,Cardiology,Asthma,5270.05,2026-02-12
PT-2136,Joshua Bush,110-13-2226,Cardiology,Type 2 Diabetes,8357.02,2026-07-05
PT-2137,Alicia Mata,184-85-5157,Radiology,Type 2 Diabetes,10870.98,2026-08-24
PT-2138,Brett Perez,469-88-4626,Radiology,Fracture,6132.31,2026-05-22
PT-2139,Cynthia Galvan,054-12-8486,Cardiology,Type 2 Diabetes,2296.55,2026-08-21
PT-2140,Ryan Mueller,899-46-6150,Cardiology,Type 2 Diabetes,4698.98,2026-04-17
PT-2141,Lisa Moreno,860-28-1056,Cardiology,Asthma,13115.55,2026-01-14
PT-2142,Michael Hoffman,632-74-5759,Oncology,Type 2 Diabetes,4514.08,2026-02-04
PT-2143,Diamond Winters,233-56-4561,Pediatrics,Fracture,5298.66,2026-05-22
PT-2144,Susan Robertson,061-34-7156,Oncology,Type 2 Diabetes,8205.86,2026-08-29
PT-2145,Robert Phillips,887-39-0167,Radiology,Fracture,9225.44,2026-08-17
PT-2146,Dominique Smith,668-39-9626,Oncology,Hypertension,10658.67,2026-02-25
PT-2147,Andrea Robinson,796-48-9807,Oncology,Type 2 Diabetes,5271.2,2026-01-17
PT-2148,Tim Schultz,567-85-1020,Pediatrics,Hypertension,6362.31,2026-05-10
PT-2149,Kathleen Dixon,649-17-4037,Pediatrics,Hypertension,12415.91,2026-04-25
PT-2150,John Hill,861-04-4519,Cardiology,Hypertension,6952.91,2026-08-10
PT-2151,Jamie Robinson,323-76-9865,Radiology,Fracture,12101.39,2026-06-25
PT-2152,John Brown,215-03-9799,Radiology,Fracture,4128.75,2026-08-03
PT-2153,Jose Sanders,899-92-1614,Radiology,Type 2 Diabetes,1843.65,2026-06-16
PT-2154,Kayla Thompson,342-91-8759,Radiology,Type 2 Diabetes,3664.78,2026-06-11
PT-2155,Jennifer Mosley,200-79-5390,Oncology,Migraine,12158.38,2026-05-19
PT-2156,Mikayla Lyons,236-70-5486,Oncology,Hypertension,5870.06,2026-04-07
PT-2157,Joshua Owen,011-48-3817,Pediatrics,Fracture,10167.57,2026-06-11
PT-2158,Kenneth Moss,371-05-0473,Cardiology,Type 2 Diabetes,6930.7,2026-03-25
PT-2159,Jill Mckay,435-53-8551,Pediatrics,Asthma,9023.27,2026-07-28
PT-2160,Mark Kelly,349-35-2342,Radiology,Type 2 Diabetes,10020.76,2026-02-05
PT-2161,Steve Erickson,606-63-5070,Cardiology,Type 2 Diabetes,2073.75,2026-02-06
PT-2162,Melissa Curtis,772-05-5169,Radiology,Migraine,10339.71,2026-02-18
PT-2163,Traci Gonzalez,689-11-3446,Oncology,Hypertension,14551.02,2026-03-24
PT-2164,Taylor Diaz,527-02-8118,Radiology,Type 2 Diabetes,11959.18,2026-05-01
PT-2165,Lori Gonzalez,838-59-0071,Oncology,Fracture,14234.17,2026-07-08
PT-2166,Tonya Johnson,512-41-4359,Pediatrics,Type 2 Diabetes,12032.76,2026-06-25
PT-2167,Laura Wilson,714-76-6628,Radiology,Asthma,1025.48,2026-02-08
PT-2168,Allen Hunt,644-91-1619,Cardiology,Hypertension,1028.46,2026-01-25
PT-2169,Christopher Medina,150-38-0796,Cardiology,Migraine,5332.16,2026-09-14
PT-2170,Robert Knox,810-09-5028,Pediatrics,Migraine,4429.72,2026-02-20
PT-2171,Harold White,621-38-9953,Radiology,Fracture,7904.52,2026-05-24
PT-2172,Mary David,351-67-4005,Oncology,Migraine,4252.37,2026-01-20
PT-2173,Ian Morales,715-72-6065,Pediatrics,Fracture,7043.55,2026-02-23
PT-2174,Zachary Mcgee,242-53-0364,Pediatrics,Hypertension,13965.32,2026-03-30
PT-2175,Richard Maynard,868-17-9762,Pediatrics,Type 2 Diabetes,3861.81,2026-04-23
PT-2176,Mr. Aaron Farmer,216-90-5449,Cardiology,Fracture,4281.45,2026-07-17
PT-2177,Whitney Turner,263-97-9660,Oncology,Asthma,2743.12,2026-02-25
PT-2178,Mrs. Nancy Butler,501-22-6175,Oncology,Fracture,3565.86,2026-08-27
PT-2179,Eugene Tate,627-92-7057,Pediatrics,Type 2 Diabetes,8020.9,2026-04-17
PT-2180,Rebecca Hebert,763-13-0795,Pediatrics,Hypertension,6403.0,2026-08-13
PT-2181,Tyler Davenport,624-59-0708,Pediatrics,Fracture,5372.71,2026-04-17
PT-2182,Stephanie Wagner,669-76-1538,Oncology,Asthma,9893.49,2026-01-16
PT-2183,Ralph Lee,487-16-1713,Oncology,Fracture,12580.67,2026-04-08
PT-2184,Andrew Mason,622-62-6897,Cardiology,Migraine,11668.57,2026-07-01
PT-2185,Steven Harding,686-55-1451,Cardiology,Type 2 Diabetes,14637.58,2026-04-08
PT-2186,Richard Gordon,744-08-9030,Pediatrics,Asthma,573.65,2026-07-09
PT-2187,Dr. Michael Taylor,819-04-3914,Oncology,Fracture,3720.63,2026-07-31
PT-2188,Lisa Reyes,576-74-7665,Oncology,Fracture,1085.96,2026-06-10
PT-2189,Susan Rice,479-86-3076,Radiology,Type 2 Diabetes,7989.99,2026-06-25
PT-2190,Christine Baldwin,749-15-8213,Cardiology,Migraine,1229.51,2026-08-23
PT-2191,Brenda Mclaughlin,311-27-0865,Pediatrics,Migraine,12643.47,2026-07-31
PT-2192,Erica Santiago,386-18-5297,Pediatrics,Asthma,9688.58,2026-08-15
PT-2193,Amber Durham,486-43-4618,Radiology,Type 2 Diabetes,7049.51,2026-04-15
PT-2194,Kyle Gray,340-66-7952,Oncology,Fracture,4359.27,2026-01-06
PT-2195,Toni Rosario,332-64-6337,Cardiology,Migraine,6844.71,2026-09-14
PT-2196,John Sanchez,844-37-2306,Pediatrics,Migraine,1921.89,2026-03-21
PT-2197,Alexis Hale,088-53-9764,Pediatrics,Hypertension,14826.02,2026-09-05
PT-2198,Susan Young,235-81-2419,Oncology,Migraine,9086.4,2026-08-03
PT-2199,Jared Cochran,884-58-0529,Pediatrics,Hypertension,4178.44,2026-03-12
PT-2200,Laura Potter,079-84-4448,Radiology,Type 2 Diabetes,8365.81,2026-09-06
PT-2201,Dawn Roman,499-68-2233,Pediatrics,Asthma,12175.33,2026-04-15
PT-2202,Jenna Hill,560-45-0194,Oncology,Fracture,14022.42,2026-01-28
PT-2203,Elizabeth Colon,720-13-3674,Pediatrics,Type 2 Diabetes,2946.04,2026-02-05
PT-2204,Ronald Cortez,701-21-5980,Radiology,Fracture,13394.59,2026-02-09
PT-2205,Zachary Ponce,794-12-8260,Radiology,Hypertension,12655.32,2026-06-05
PT-2206,Brandon Duffy,061-96-7762,Oncology,Hypertension,13959.57,2026-04-08
PT-2207,Richard Graves MD,774-63-7827,Pediatrics,Asthma,9220.6,2026-08-31
PT-2208,Karen Park,451-51-5999,Cardiology,Fracture,13609.11,2026-09-05
PT-2209,Leslie Rodriguez,177-89-9330,Cardiology,Migraine,302.45,2026-06-22
PT-2210,Jamie Cox,473-91-7357,Pediatrics,Fracture,3370.37,2026-04-05
PT-2211,Whitney Wood,291-73-0675,Radiology,Migraine,11613.99,2026-06-26
PT-2212,Sarah Ortiz,837-10-8537,Oncology,Type 2 Diabetes,10454.27,2026-08-29
PT-2213,Dan Hernandez,039-50-9850,Cardiology,Migraine,12082.06,2026-09-09
PT-2214,Bryan Taylor,520-21-5240,Pediatrics,Hypertension,5860.47,2026-03-02
PT-2215,Johnny Duran,793-90-6720,Cardiology,Hypertension,10605.03,2026-04-25
PT-2216,Anne Smith,707-78-0985,Pediatrics,Fracture,9179.46,2026-09-08
PT-2217,Tyler Blackburn,179-92-2065,Pediatrics,Type 2 Diabetes,2330.41,2026-07-16
PT-2218,Marvin White,724-86-9201,Pediatrics,Asthma,6348.35,2026-01-01
PT-2219,Tammy Morgan,348-69-6251,Pediatrics,Migraine,9882.65,2026-07-29
PT-2220,Sean Mueller,218-51-4178,Radiology,Migraine,14589.14,2026-04-20
PT-2221,Adam Robinson,528-99-2238,Cardiology,Migraine,5167.35,2026-07-23
PT-2222,Larry Barry,388-31-2295,Oncology,Hypertension,815.78,2026-02-02
PT-2223,Mathew Chambers,697-87-4820,Pediatrics,Type 2 Diabetes,7498.53,2026-08-29
